gene_list	this_sample
SPTA1	0.2
OR6K2	0.0
OR6K3	0.0
OR6N1	0.1
OR6K6	0.0
OR6N2	0.0
MNDA	15.1
PYHIN1	0.4
IFI16	164.3
AIM2	10.0
CADM3	0.3
ACKR1	0.6
FCER1A	10.8
OR10J1	0.0
OR10J5	0.0
APCS	0.0
CRP	0.0
DUSP23	6.2
FCRL6	1.2
SLAMF8	10.8
AL590560.2	5.8
VSIG8	0.2
CFAP45	0.8
TAGLN2	589.0
IGSF9	28.0
SLAMF9	6.8
KCNJ10	3.1
PIGM	11.1
KCNJ9	0.7
IGSF8	35.5
ATP1A2	0.5
ATP1A4	0.2
CASQ1	0.2
PEA15	115.5
DCAF8	254.1
AL139011.2	0.2
PEX19	58.2
COPA	198.2
NCSTN	118.8
NHLH1	0.1
VANGL2	2.0
SLAMF6	8.6
CD84	34.8
SLAMF1	0.8
CD48	8.0
SLAMF7	10.4
LY9	0.7
CD244	0.4
ITLN1	0.0
ITLN2	0.0
F11R	169.8
AL591806.4	11.1
TSTD1	45.1
USF1	117.1
ARHGAP30	19.1
NECTIN4	5.0
KLHDC9	10.0
PFDN2	55.8
NIT1	61.6
DEDD	51.1
UFC1	87.9
USP21	32.0
PPOX	50.3
B4GALT3	38.3
ADAMTS4	8.3
NDUFS2	69.0
FCER1G	71.1
APOA2	3.0
TOMM40L	16.8
NR1I3	2.4
PCP4L1	0.6
MPZ	0.5
SDHC	110.4
CFAP126	23.4
FCGR2A	64.2
HSPA6	9.5
FCGR3A	114.2
FCGR3B	7.0
FCGR2B	12.5
FCRLA	0.2
FCRLB	1.0
DUSP12	29.5
ATF6	56.0
OLFML2B	38.4
NOS1AP	19.4
AL512785.2	11.0
SPATA46	5.6
C1orf226	27.6
SH2D1B	3.1
UHMK1	98.6
UAP1	60.0
DDR2	14.6
HSD17B7	20.4
CCDC190	0.7
RGS4	2.9
RGS5	24.9
NUF2	15.0
PBX1	78.6
LMX1A	0.0
RXRG	0.0
LRRC52	0.0
MGST3	274.1
ALDH9A1	41.2
TMCO1	117.3
UCK2	25.0
FAM78B	3.1
POGK	54.6
TADA1	19.0
ILDR2	0.8
MAEL	0.1
GPA33	14.7
DUSP27	0.1
POU2F1	30.7
CD247	2.8
CREG1	67.5
RCSD1	11.1
MPZL1	134.4
ADCY10	1.0
MPC2	28.1
DCAF6	92.5
GPR161	9.3
TIPRL	32.4
SFT2D2	84.3
TBX19	11.3
XCL2	0.3
XCL1	0.1
DPT	0.2
ATP1B1	289.0
NME7	36.1
BLZF1	78.1
CCDC181	4.0
SLC19A2	10.7
F5	70.7
SELP	0.9
C1orf112	15.6
SELL	5.1
SELE	0.7
METTL18	15.0
SCYL3	27.7
KIFAP3	39.7
METTL11B	0.4
GORAB	27.5
PRRX1	45.2
MROH9	0.5
FMO3	4.9
FMO2	16.5
FMO1	1.2
FMO4	10.7
PRRC2C	216.9
MYOCOS	0.2
MYOC	0.0
VAMP4	14.8
EEF1AKNMT	29.9
DNM3	19.0
PIGC	69.0
C1orf105	8.0
SUCO	81.5
FASLG	1.1
TNFSF18	0.2
TNFSF4	5.5
PRDX6	172.5
SLC9C2	0.5
AL139142.2	0.2
ANKRD45	0.3
TEX50	0.0
KLHL20	39.7
CENPL	13.8
DARS2	39.1
ZBTB37	24.5
SERPINC1	0.5
RC3H1	52.5
RABGAP1L	108.6
GPR52	9.9
CACYBP	48.0
MRPS14	23.5
TNN	0.3
KIAA0040	82.6
TNR	0.0
COP1	77.6
PAPPA2	0.0
ASTN1	0.0
BRINP2	0.0
SEC16B	30.3
RASAL2	126.8
CLEC20A	0.0
TEX35	2.9
RALGPS2	90.8
ANGPTL1	24.3
FAM20B	38.9
TOR3A	57.5
ABL2	89.7
SOAT1	20.5
AXDND1	0.3
NPHS2	0.1
TDRD5	0.0
FAM163A	0.3
TOR1AIP2	177.4
TOR1AIP1	81.4
CEP350	52.3
QSOX1	184.2
LHX4	8.9
ACBD6	75.5
XPR1	25.2
KIAA1614	5.2
STX6	42.7
MR1	33.9
IER5	42.6
CACNA1E	0.1
ZNF648	0.1
GLUL	147.3
TEDDM1	1.7
RGSL1	0.1
RNASEL	16.8
RGS16	17.2
RGS8	0.0
NPL	30.2
DHX9	140.6
SHCBP1L	0.0
LAMC1	136.5
LAMC2	429.4
NMNAT2	20.9
SMG7	118.7
NCF2	37.8
ARPC5	102.1
RGL1	10.3
APOBEC4	1.5
COLGALT2	9.1
TSEN15	54.3
C1orf21	9.4
EDEM3	111.5
NIBAN1	21.2
RNF2	24.9
TRMT1L	15.4
SWT1	11.3
IVNS1ABP	143.3
HMCN1	4.3
PRG4	0.9
TPR	123.6
ODR4	48.0
PDC	1.5
PTGS2	1.9
PLA2G4A	3.2
BRINP3	0.0
RGS18	2.8
RGS21	0.7
RGS1	25.5
RGS13	2.2
RPS27AP5	8.3
RGS2	50.1
UCHL5	53.8
RO60	81.1
GLRX2	20.0
CDC73	47.0
B3GALT2	10.6
KCNT2	3.9
CFH	132.8
CFHR3	0.3
CFHR1	3.0
CFHR4	0.0
CFHR2	0.0
CFHR5	0.0
F13B	0.0
ASPM	17.8
ZBTB41	25.2
CRB1	0.1
DENND1B	38.0
C1orf53	2.4
LHX9	0.0
NEK7	76.7
ATP6V1G3	0.0
PTPRC	61.0
NR5A2	2.9
ZNF281	29.2
KIF14	8.3
DDX59	33.6
CAMSAP2	53.5
GPR25	0.4
INAVA	243.3
KIF21B	31.0
CACNA1S	0.0
ASCL5	3.2
TMEM9	47.1
IGFN1	4.5
PKP1	1.4
TNNT2	15.2
LAD1	234.0
TNNI1	4.1
PHLDA3	47.9
CSRP1	140.7
NAV1	26.4
IPO9	32.2
SHISA4	12.1
LMOD1	13.3
TIMM17A	50.6
RNPEP	66.7
ELF3	439.1
GPR37L1	2.2
ARL8A	61.8
PTPN7	10.1
LGR6	0.8
UBE2T	9.6
PPP1R12B	82.2
SYT2	4.5
KDM5B	99.2
RABIF	16.4
KLHL12	27.0
ADIPOR1	117.8
CYB5R1	53.1
TMEM183A	70.1
PPFIA4	2.4
MYOG	0.0
ADORA1	3.2
MYBPH	0.4
CHI3L1	33.8
CHIT1	9.2
BTG2	69.7
FMOD	32.0
PRELP	14.0
OPTC	0.8
ATP2B4	198.5
LAX1	0.6
ZC3H11A	115.5
ZBED6	66.4
SNRPE	40.0
SOX13	85.9
ETNK2	12.1
REN	0.1
KISS1	0.0
GOLT1A	7.5
PLEKHA6	309.9
PPP1R15B	69.4
PIK3C2B	111.2
MDM4	180.3
LRRN2	1.9
NFASC	7.7
CNTN2	4.1
TMEM81	6.0
RBBP5	25.0
DSTYK	18.2
TMCC2	1.0
NUAK2	2.8
KLHDC8A	1.7
LEMD1	10.2
BLACAT1	30.8
CDK18	40.3
MFSD4A	13.4
ELK4	71.7
SLC45A3	22.8
NUCKS1	128.4
RAB29	18.9
SLC41A1	13.1
PM20D1	0.8
SLC26A9	7.4
RAB7B	10.6
CTSE	627.9
RHEX	1.1
AVPR1B	0.2
FAM72A	2.8
SRGAP2	44.5
IKBKE	28.5
RASSF5	18.4
EIF2D	56.1
DYRK3	13.6
MAPKAPK2	93.9
IL10	0.7
IL19	0.0
IL20	0.0
IL24	0.1
FCMR	0.8
PIGR	2.4
FCAMR	0.1
C1orf116	97.9
PFKFB2	32.0
YOD1	28.1
C4BPB	45.7
C4BPA	3.4
CD55	1477.4
CR2	0.4
CR1	3.0
CR1L	0.4
CD46	346.8
CD34	18.8
PLXNA2	195.8
CAMK1G	6.0
LAMB3	749.9
G0S2	27.3
HSD11B1	1.5
TRAF3IP3	11.2
C1orf74	3.4
IRF6	23.4
UTP25	19.7
SYT14	0.0
SERTAD4	4.3
HHAT	17.0
KCNH1	2.2
AL590132.1	0.0
AC092017.3	0.0
RCOR3	112.8
TRAF5	87.9
RD3	0.0
SLC30A1	68.8
NEK2	9.7
LPGAT1	84.0
INTS7	25.8
DTL	9.8
PPP2R5A	54.4
PACC1	10.7
NENF	52.8
ATF3	44.2
FAM71A	0.8
BATF3	4.5
NSL1	44.0
TATDN3	18.0
SPATA45	1.4
FLVCR1	25.6
VASH2	4.2
ANGEL2	82.5
RPS6KC1	40.7
PROX1	0.7
SMYD2	42.8
PTPN14	46.2
CENPF	27.4
KCNK2	0.0
KCTD3	145.8
USH2A	2.2
ESRRG	0.2
GPATCH2	61.8
SPATA17	2.2
RRP15	14.9
TGFB2	5.2
LYPLAL1	50.2
ZC3H11B	2.2
SLC30A10	2.8
EPRS1	60.2
BPNT1	37.9
IARS2	77.4
RAB3GAP2	67.4
MARK1	4.8
C1orf115	19.0
MTARC2	27.4
MTARC1	4.1
AL445423.3	0.0
HLX	4.5
DUSP10	28.2
HHIPL2	1.3
TAF1A	27.4
MIA3	83.1
AIDA	73.5
BROX	80.8
FAM177B	59.8
DISP1	21.5
TLR5	6.6
SUSD4	0.9
CCDC185	0.0
CAPN8	531.6
CAPN2	606.2
TP53BP2	45.9
FBXO28	36.8
DEGS1	81.8
NVL	56.9
CNIH4	62.0
WDR26	114.7
CNIH3	10.7
DNAH14	38.3
LBR	56.9
ENAH	15.5
SRP9	201.6
EPHX1	38.1
TMEM63A	383.9
LEFTY1	0.8
AL117348.2	0.0
PYCR2	93.9
LEFTY2	0.0
SDE2	33.4
H3-3A	322.7
ACBD3	84.0
MIXL1	0.6
LIN9	13.7
PARP1	71.4
STUM	0.1
ITPKB	25.2
PSEN2	58.2
COQ8A	26.1
CDC42BPA	183.4
ZNF678	38.3
SNAP47	41.8
JMJD4	25.8
PRSS38	0.0
WNT9A	1.5
WNT3A	0.1
ARF1	526.8
C1orf35	16.5
MRPL55	65.6
GUK1	312.5
GJC2	1.4
IBA57	9.2
OBSCN	9.1
TRIM11	44.1
TRIM17	21.1
H3-4	4.9
H2AW	8.3
H2BU1	3.2
RNF187	41.6
RHOU	31.6
RAB4A	32.0
CCSAP	19.5
ACTA1	0.0
NUP133	34.3
ABCB10	35.2
TAF5L	28.4
URB2	17.0
GALNT2	62.1
PGBD5	1.7
COG2	47.2
AGT	4.6
CAPN9	38.8
C1orf198	52.7
TTC13	59.4
ARV1	25.3
FAM89A	4.1
TRIM67	0.5
AL109810.2	0.0
C1orf131	41.4
GNPAT	62.4
EXOC8	32.5
SPRTN	24.9
EGLN1	61.4
AL445524.2	0.0
TSNAX	38.4
TSNAX-DISC1	16.6
DISC1	25.6
SIPA1L2	79.0
MAP10	8.8
NTPCR	29.6
PCNX2	103.9
MAP3K21	16.5
KCNK1	107.5
SLC35F3	1.3
COA6	24.5
TARBP1	77.3
IRF2BP2	103.0
TOMM20	126.9
RBM34	74.5
ARID4B	81.7
GGPS1	23.5
TBCE	43.9
B3GALNT2	33.2
GNG4	1.1
LYST	89.2
NID1	36.8
GPR137B	25.4
ERO1B	10.9
EDARADD	2.3
LGALS8	106.7
HEATR1	57.1
ACTN2	15.7
MTR	49.5
RYR2	0.7
ZP4	0.0
MTRNR2L11	0.0
CHRM3	0.2
FMN2	0.0
GREM2	0.0
RGS7	0.0
FH	37.2
KMO	4.1
OPN3	16.4
CHML	32.5
WDR64	0.3
EXO1	5.9
BECN2	0.0
MAP1LC3C	0.1
PLD5	0.0
CEP170	191.0
SDCCAG8	121.3
AKT3	29.9
ZBTB18	31.4
C1orf100	3.1
ADSS2	65.9
CATSPERE	4.3
DESI2	35.9
AL451007.3	0.0
COX20	71.4
HNRNPU	426.9
EFCAB2	34.3
KIF26B	5.1
SMYD3	36.2
TFB2M	15.5
CNST	28.7
SCCPDH	120.2
AHCTF1	39.4
ZNF670-ZNF695	0.9
ZNF695	0.5
ZNF670	2.7
ZNF669	12.8
ZNF124	56.4
ZNF496	25.7
NLRP3	4.8
OR2B11	0.2
GCSAML	0.2
OR2C3	0.2
GCSAML-AS1	0.0
OR2G2	0.0
OR2G3	0.0
OR13G1	0.1
OR6F1	0.1
AC118470.1	0.0
OR14A2	0.1
OR14K1	0.0
OR1C1	0.1
OR14A16	0.0
OR11L1	0.3
TRIM58	0.0
OR2W3	0.0
OR2T8	0.0
OR2AJ1	0.0
OR2L8	0.0
OR2AK2	0.0
OR2L5	0.0
OR2L2	0.1
OR2L3	0.0
OR2L13	0.0
OR2M5	0.0
OR2M2	0.0
OR2M3	0.0
OR2M4	0.0
OR2T33	0.0
OR2T12	0.0
OR2M7	0.0
OR14C36	0.0
OR2T4	0.0
OR2T6	0.0
OR2T1	0.0
OR2T2	0.0
OR2T3	0.0
OR2T5	0.0
OR2G6	0.0
OR2T29	0.0
OR2T34	0.0
OR2T10	0.0
OR2T11	0.0
OR2T35	0.0
OR2T27	0.0
CR589904.2	0.0
OR14I1	0.0
LYPD8	0.0
SH3BP5L	41.0
ZNF672	29.4
ZNF692	58.8
PGBD2	9.4
FAM110C	12.8
SH3YL1	88.5
ACP1	111.3
ALKAL2	3.4
TMEM18	13.7
SNTG2	0.0
TPO	0.2
PXDN	54.5
MYT1L	0.0
EIPR1	51.2
TRAPPC12	238.7
ADI1	76.0
AC108488.2	6.0
RNASEH1	24.8
RPS7	416.4
COLEC11	1.2
ALLC	0.0
DCDC2C	0.0
SOX11	1.2
CMPK2	20.2
RSAD2	15.8
RNF144A	10.7
ID2	198.9
KIDINS220	91.7
MBOAT2	43.5
ASAP2	173.1
ITGB1BP1	47.6
CPSF3	36.9
IAH1	52.5
ADAM17	70.2
YWHAQ	151.2
TAF1B	46.1
GRHL1	4.1
KLF11	21.4
CYS1	2.5
RRM2	55.6
HPCAL1	99.6
ODC1	60.1
NOL10	36.1
ATP6V1C2	6.3
PDIA6	216.4
KCNF1	0.5
C2orf50	0.8
SLC66A3	49.6
ROCK2	118.8
E2F6	18.3
GREB1	1.5
NTSR2	0.1
LPIN1	34.5
TRIB2	30.1
LRATD1	2.9
NBAS	56.1
DDX1	105.0
MYCN	1.0
CYRIA	5.2
RAD51AP2	0.8
VSNL1	23.1
SMC6	54.6
GEN1	48.7
MSGN1	0.0
KCNS3	6.6
RDH14	17.5
NT5C1B-RDH14	0.0
NT5C1B	3.4
OSR1	0.3
TTC32	21.5
WDR35	32.4
MATN3	7.1
LAPTM4A	215.1
SDC1	202.1
PUM2	137.5
RHOB	242.6
HS1BP3	33.3
GDF7	2.6
LDAH	32.1
APOB	0.1
TDRD15	0.1
KLHL29	18.8
ATAD2B	68.6
UBXN2A	15.2
MFSD2B	7.3
WDCP	10.1
FKBP1B	14.8
SF3B6	90.2
FAM228B	49.7
TP53I3	132.3
PFN4	3.7
AC008073.3	1.1
FAM228A	3.0
ITSN2	94.4
NCOA1	62.7
PTRHD1	7.5
CENPO	28.8
ADCY3	37.9
DNAJC27	7.0
EFR3B	1.0
POMC	0.2
DNMT3A	47.5
DTNB	25.0
ASXL2	34.8
KIF3C	3.8
RAB10	111.3
GAREM2	4.0
HADHA	182.8
HADHB	112.6
ADGRF3	2.1
SELENOI	29.6
DRC1	0.2
OTOF	0.1
FAM166C	11.8
CIB4	1.7
KCNK3	0.1
SLC35F6	85.6
CENPA	11.4
DPYSL5	0.0
MAPRE3	27.9
TMEM214	133.5
AGBL5	64.1
OST4	241.5
EMILIN1	28.2
KHK	5.4
CGREF1	8.6
ABHD1	10.2
PREB	63.5
PRR30	0.1
TCF23	0.2
SLC5A6	41.2
ATRAID	83.6
CAD	50.4
SLC30A3	0.1
DNAJC5G	0.0
TRIM54	0.9
UCN	4.1
MPV17	95.1
GTF3C2	86.4
EIF2B4	48.4
SNX17	100.9
ZNF513	30.6
PPM1G	63.1
NRBP1	126.6
KRTCAP3	29.0
IFT172	32.7
FNDC4	9.2
GCKR	10.4
C2orf16	1.7
ZNF512	59.5
CCDC121	6.4
GPN1	35.6
SUPT7L	76.1
SLC4A1AP	48.3
MRPL33	76.2
RBKS	9.8
BABAM2	52.0
FOSL2	125.7
PLB1	13.3
PPP1CB	153.5
SPDYA	12.2
TRMT61B	29.8
WDR43	59.9
TOGARAM2	1.5
PCARE	0.1
CLIP4	68.8
ALK	1.3
YPEL5	101.4
LBH	79.5
LCLAT1	55.2
CAPN13	1.0
GALNT14	0.6
CAPN14	0.8
EHD3	12.1
XDH	53.7
SRD5A2	0.0
MEMO1	49.0
DPY30	73.9
SPAST	32.0
SLC30A6	40.0
NLRC4	5.0
YIPF4	40.5
BIRC6	226.2
TTC27	19.9
LTBP1	53.8
RASGRP3	33.7
FAM98A	41.7
CRIM1	146.3
FEZ2	177.2
VIT	0.2
STRN	24.4
HEATR5B	50.1
GPATCH11	16.1
EIF2AK2	78.5
SULT6B1	0.6
CEBPZOS	71.8
CEBPZ	52.2
NDUFAF7	43.6
PRKD3	38.2
QPCT	42.3
CDC42EP3	23.1
RMDN2	24.5
CYP1B1	11.9
ATL2	97.5
HNRNPLL	51.0
GALM	17.9
SRSF7	174.3
GEMIN6	7.2
DHX57	31.6
MORN2	22.8
ARHGEF33	3.0
SOS1	56.9
CDKL4	2.4
MAP4K3	100.3
TMEM178A	4.2
THUMPD2	26.2
SLC8A1	17.4
PKDCC	454.4
EML4	184.1
COX7A2L	84.1
KCNG3	0.3
MTA3	60.1
OXER1	7.7
HAAO	24.2
ZFP36L2	130.8
THADA	78.5
PLEKHH2	145.0
C1GALT1C1L	3.6
DYNC2LI1	97.9
ABCG5	10.0
ABCG8	9.0
LRPPRC	77.4
PPM1B	79.7
AC013717.1	0.0
SLC3A1	38.1
PREPL	53.1
CAMKMT	23.2
SIX3	0.0
SIX2	5.5
SRBD1	23.7
PRKCE	32.8
EPAS1	109.5
TMEM247	0.0
ATP6V1E2	8.2
RHOQ	42.6
PIGF	50.8
CRIPT	17.4
SOCS5	26.3
MCFD2	169.2
TTC7A	87.2
STPG4	11.0
AC073283.3	9.2
CALM2	951.4
EPCAM	411.6
MSH2	26.5
KCNK12	0.4
MSH6	39.3
FBXO11	91.5
FOXN2	36.2
PPP1R21	70.7
STON1	14.0
STON1-GTF2A1L	4.3
GTF2A1L	0.1
AC073082.1	0.2
LHCGR	0.4
FSHR	0.0
NRXN1	0.0
ASB3	43.1
CHAC2	7.8
ERLEC1	68.6
GPR75	18.2
PSME4	106.1
ACYP2	16.3
TSPYL6	3.3
C2orf73	0.0
SPTBN1	770.4
EML6	9.7
RTN4	210.7
CLHC1	45.0
RPS27A	427.9
MTIF2	53.8
CCDC88A	157.6
CFAP36	55.8
PPP4R3B	123.3
PNPT1	29.0
EFEMP1	56.7
CCDC85A	0.5
VRK2	54.3
FANCL	73.1
BCL11A	1.9
PAPOLG	17.0
REL	18.4
PUS10	15.0
PEX13	52.9
KIAA1841	66.1
C2orf74	17.1
USP34	187.7
XPO1	428.1
FAM161A	5.3
CCT4	102.5
COMMD1	48.6
B3GNT2	35.1
TMEM17	3.6
EHBP1	119.7
OTX1	2.1
WDPCP	25.8
MDH1	166.0
UGP2	97.4
VPS54	44.0
PELI1	92.1
LGALSL	28.1
AFTPH	57.4
SERTAD2	58.3
SLC1A4	17.2
CEP68	35.8
RAB1A	137.9
ACTR2	208.1
SPRED2	64.2
MEIS1	19.3
ETAA1	15.4
C1D	31.5
WDR92	11.6
AC017083.3	4.4
PNO1	22.8
PPP3R1	63.0
CNRIP1	7.9
PLEK	22.1
FBXO48	2.0
APLF	7.3
PROKR1	0.0
ARHGAP25	15.8
BMP10	0.0
GKN2	0.0
GKN1	0.0
ANTXR1	85.6
GFPT1	88.4
NFU1	41.1
AAK1	35.5
ANXA4	381.4
GMCL1	23.8
SNRNP27	70.7
MXD1	191.3
ASPRV1	1.9
PCBP1	162.8
C2orf42	21.8
TIA1	263.7
PCYOX1	43.5
SNRPG	86.8
FAM136A	43.2
TGFA	44.3
ADD2	1.1
FIGLA	0.0
CLEC4F	1.1
CD207	44.9
VAX2	6.3
ATP6V1B1	5.3
AC007040.2	1.6
ANKRD53	1.5
TEX261	56.9
NAGK	74.5
MCEE	26.5
MPHOSPH10	48.8
PAIP2B	1.0
ZNF638	315.0
DYSF	10.3
CYP26B1	4.0
EXOC6B	57.4
SPR	30.3
EMX1	1.8
SFXN5	38.8
RAB11FIP5	36.3
NOTO	0.0
SMYD5	36.7
PRADC1	11.7
CCT7	150.3
FBXO41	22.7
EGR4	0.2
ALMS1	41.4
NAT8	0.6
TPRKB	34.5
DUSP11	54.9
C2orf78	0.0
STAMBP	55.2
ACTG2	1.7
DGUOK	71.6
TET3	29.5
BOLA3	24.7
MOB1A	116.6
MTHFD2	26.4
AC006030.1	6.7
SLC4A5	11.4
DCTN1	116.0
AC005041.1	0.3
C2orf81	2.8
WDR54	19.1
RTKN	121.9
INO80B	36.4
INO80B-WBP1	0.0
WBP1	64.3
MOGS	93.9
MRPL53	7.0
CCDC142	49.1
TTC31	55.7
LBX2	21.9
PCGF1	53.9
TLX2	0.5
DQX1	5.4
AUP1	172.5
HTRA2	16.8
LOXL3	14.5
DOK1	22.3
M1AP	5.8
SEMA4F	12.8
HK2	45.8
POLE4	28.3
TACR1	7.4
EVA1A	9.3
MRPL19	42.8
GCFC2	32.2
LRRTM4	0.0
REG3G	0.0
REG1B	0.0
REG1A	2.2
REG3A	0.0
CTNNA2	0.3
LRRTM1	0.4
SUCLG1	63.4
DNAH6	1.1
TRABD2A	9.6
TMSB10	4367.3
KCMF1	46.5
TCF7L1	5.2
TGOLN2	238.9
RETSAT	191.7
ELMOD3	62.8
CAPG	996.6
SH2D6	1.5
MAT2A	1032.9
GGCX	59.8
VAMP8	241.3
VAMP5	55.5
RNF181	122.7
TMEM150A	33.4
USP39	54.9
C2orf68	43.2
SFTPB	1.6
GNLY	7.6
ATOH8	0.6
ST3GAL5	16.4
POLR1A	30.5
PTCD3	137.3
IMMT	73.8
MRPL35	20.8
REEP1	2.2
KDM3A	93.2
CHMP3	117.8
RNF103-CHMP3	12.3
RNF103	86.9
RMND5A	48.9
CD8A	2.4
CD8B	1.3
RGPD1	2.5
PLGLB1	12.0
PLGLB2	8.2
RGPD2	2.8
KRCC1	34.2
SMYD1	0.0
FABP1	2.8
THNSL2	65.0
FOXI3	0.1
TEX37	0.0
EIF2AK3	30.9
RPIA	13.7
AL845331.2	0.3
TEKT4	0.0
MAL	0.0
MRPS5	51.9
ZNF514	54.1
ZNF2	9.5
AC092835.1	4.7
PROM2	0.9
KCNIP3	2.3
FAHD2A	39.2
TRIM43B	0.0
TRIM43	0.0
ANKRD36C	545.3
GPAT2	3.7
ADRA2B	0.4
ASTL	0.7
DUSP2	1.7
STARD7	130.8
TMEM127	88.1
CIAO1	58.7
SNRNP200	142.6
ITPRIPL1	1.2
NCAPH	7.5
NEURL3	2.5
ARID5A	26.8
KANSL3	98.5
FER1L5	1.8
LMAN2L	36.2
CNNM4	104.3
CNNM3	52.3
ANKRD23	14.2
ANKRD39	21.1
SEMA4C	56.2
FAM178B	0.4
FAHD2B	13.4
ANKRD36	111.3
ANKRD36B	101.9
COX5B	173.7
ACTR1B	76.7
C2orf92	36.8
ZAP70	2.5
TMEM131	101.1
VWA3B	2.4
CNGA3	0.4
INPP4A	35.4
COA5	50.2
UNC50	59.8
MGAT4A	19.6
KIAA1211L	13.8
TSGA10	5.8
AC079447.1	10.0
C2orf15	2.4
LIPT1	14.7
AC092587.1	4.4
MITD1	51.8
MRPL30	23.7
LYG2	2.4
LYG1	2.0
TXNDC9	52.0
EIF5B	50.2
REV1	83.2
AFF3	1.3
LONRF2	12.6
CHST10	7.6
NMS	0.0
PDCL3	24.4
NPAS2	178.2
RPL31	524.7
TBC1D8	264.5
CNOT11	69.5
RNF149	184.8
CREG2	8.7
RFX8	8.6
MAP4K4	257.1
IL1R2	20.8
IL1R1	23.2
IL1RL2	4.0
IL1RL1	4.5
IL18R1	6.3
IL18RAP	0.5
SLC9A4	0.1
SLC9A2	14.9
MFSD9	21.3
TMEM182	11.3
POU3F3	0.0
MRPS9	22.9
GPR45	1.4
TGFBRAP1	25.8
C2orf49	25.8
FHL2	233.7
NCK2	48.3
ECRG4	0.0
UXS1	67.0
RGPD3	4.8
CD8B2	0.8
ST6GAL2	4.0
RGPD4	4.0
SLC5A7	0.0
SULT1C3	15.3
SULT1C2	762.0
SULT1C4	0.8
GCC2	205.2
LIMS1	113.7
RANBP2	98.1
CCDC138	5.5
EDAR	2.8
SH3RF3	2.9
SEPTIN10	108.4
SOWAHC	29.1
RGPD5	59.3
LIMS3	10.9
AC013271.1	1.1
MALL	243.8
NPHP1	10.2
MTLN	34.4
AC112229.3	2.2
LIMS4	8.3
RGPD6	54.7
BUB1	20.3
ACOXL	0.3
BCL2L11	39.8
ANAPC1	48.3
MERTK	27.7
TMEM87B	52.4
FBLN7	1.8
ZC3H8	16.7
ZC3H6	10.1
RGPD8	38.2
TTL	36.7
POLR1B	25.8
CHCHD5	20.8
SLC20A1	610.4
NT5DC4	3.3
CKAP2L	9.2
IL1A	4.7
IL1B	16.9
IL37	0.3
IL36G	0.2
IL36A	0.0
IL36B	0.0
IL36RN	0.0
IL1F10	0.0
IL1RN	35.2
PSD4	112.9
PAX8	167.4
CBWD2	58.7
FOXD4L1	0.5
RABL2A	55.3
SLC35F5	249.8
ACTR3	211.3
DPP10	0.1
DDX18	77.6
CCDC93	82.7
INSIG2	59.5
EN1	0.9
MARCO	4.0
C1QL2	0.0
STEAP3	32.0
C2orf76	9.0
DBI	142.1
TMEM37	78.6
SCTR	6.0
CFAP221	6.2
TMEM177	20.8
PTPN4	38.6
EPB41L5	57.3
TMEM185B	35.0
RALB	121.1
INHBB	1.9
GLI2	19.1
TFCP2L1	21.9
CLASP1	66.7
NIFK	39.8
TSN	68.9
CNTNAP5	0.0
GYPC	9.4
TEX51	0.0
BIN1	28.3
CYP27C1	7.6
ERCC3	78.7
MAP3K2	61.2
PROC	4.7
IWS1	86.5
MYO7B	152.9
LIMS2	26.1
GPR17	7.5
WDR33	113.5
SFT2D3	0.0
POLR2D	32.2
AMMECR1L	36.0
SAP130	23.8
UGGT1	70.8
HS6ST1	9.5
RAB6C	1.2
POTEF	1.8
CCDC74B	10.8
SMPD4	67.5
MZT2B	109.6
TUBA3E	1.2
CCDC115	30.6
IMP4	51.1
PTPN18	150.0
POTEI	0.3
CFC1B	0.0
CFC1	0.0
POTEJ	0.5
GPR148	0.0
AMER3	0.0
ARHGEF4	49.0
FAM168B	53.8
PLEKHB2	130.7
POTEE	6.3
RAB6D	3.0
MZT2A	91.2
TUBA3D	7.3
CCDC74A	40.8
ANKRD30BL	0.0
GPR39	40.4
LYPD1	2.0
NCKAP5	8.9
MGAT5	64.6
TMEM163	27.5
ACMSD	18.5
CCNT2	125.2
MAP3K19	0.8
RAB3GAP1	83.7
ZRANB3	10.6
R3HDM1	37.8
UBXN4	189.9
LCT	0.4
MCM6	22.7
DARS1	71.7
CXCR4	28.7
THSD7B	0.2
HNMT	66.9
SPOPL	38.4
NXPH2	0.0
LRP1B	0.6
KYNU	110.8
ARHGAP15	14.8
GTDC1	25.5
ZEB2	102.9
ACVR2A	25.2
ORC4	54.8
MBD5	130.8
EPC2	46.3
KIF5C	0.9
LYPD6B	0.0
LYPD6	3.7
MMADHC	74.6
RND3	63.5
RBM43	11.8
NMI	59.6
TNFAIP6	13.8
RIF1	74.2
NEB	3.0
ARL5A	53.3
AC068547.1	0.0
CACNB4	2.9
STAM2	64.6
FMNL2	77.9
PRPF40A	95.3
ARL6IP6	30.5
RPRM	0.0
GALNT13	0.5
KCNJ3	0.1
NR4A2	11.2
GPD2	62.7
GALNT5	161.5
ERMN	10.4
CYTIP	88.7
ACVR1C	0.5
ACVR1	46.6
UPP2	0.2
CCDC148	5.2
PKP4	146.2
DAPL1	0.0
TANC1	96.5
WDSUB1	22.1
BAZ2B	212.2
MARCHF7	117.9
CD302	12.5
LY75-CD302	13.3
LY75	89.7
PLA2R1	148.5
ITGB6	44.6
RBMS1	115.9
TANK	211.0
